ticker,date,open,high,low,close,volume
MMM,2025-01-23,149.45,150.46,148.4103,149.63,4439380
MMM,2025-01-22,147.88,152.08,147.41,149.12,7077793
MMM,2025-01-21,145.5,150.0,145.0,146.89,11368492
MMM,2025-01-17,139.65,141.66,139.5,141.03,5724458
MMM,2025-01-16,138.025,139.5,136.44,139.18,4122742
MMM,2025-01-15,138.21,138.85,137.12,137.78,4114327
MMM,2025-01-14,134.62,137.7,134.47,137.21,4629047
MMM,2025-01-13,130.73,134.73,129.54,134.6,4207293
MMM,2025-01-10,133.83,133.9,130.63,131.21,4661931
MMM,2025-01-08,132.03,134.68,131.66,134.53,4675990
MMM,2025-01-07,130.09,132.8,130.01,132.77,3414840
MMM,2025-01-06,130.82,131.409,129.88,130.29,3067149
MMM,2025-01-03,129.7,130.86,129.2974,129.87,2273763
MMM,2025-01-02,130.29,131.62,128.98,129.7,3249067
MMM,2024-12-31,129.2,130.05,128.66,129.09,2220414
MMM,2024-12-30,129.12,129.92,127.9234,129.13,2153994
MMM,2024-12-27,129.91,131.18,129.21,130.18,1842823
MMM,2024-12-26,130.33,131.4,129.23,131.18,1485103
MMM,2024-12-24,128.74,130.36,128.09,130.36,803216
MMM,2024-12-23,128.5,129.19,127.75,128.98,2067478
MMM,2024-12-20,126.37,130.35,125.75,129.28,8351297
MMM,2024-12-19,126.65,127.738,125.71,127.13,3040663
MMM,2024-12-18,128.21,129.37,125.37,125.53,3748871
MMM,2024-12-17,128.41,129.36,127.6502,128.05,2693196
MMM,2024-12-16,129.9,130.2,128.86,129.47,3097874
MMM,2024-12-13,129.7,130.1625,128.9101,129.92,2382080
MMM,2024-12-12,129.65,130.6699,128.77,129.75,2915471
MMM,2024-12-11,130.27,130.67,129.26,129.77,4089900
MMM,2024-12-10,130.12,130.595,127.6,129.77,3225759
MMM,2024-12-09,133.1,133.85,131.27,131.49,3442505
MMM,2024-12-06,133.25,134.22,132.2,133.11,1912419
MMM,2024-12-05,130.82,135.58,130.45,133.33,4171989
MMM,2024-12-04,130.93,131.39,128.97,130.45,2503466
MMM,2024-12-03,132.89,133.23,130.74,131.15,2378362
MMM,2024-12-02,133.53,133.77,132.38,132.89,3002022
MMM,2024-11-29,132.86,133.74,132.04,133.53,1618282
MMM,2024-11-27,133.91,135.55,132.36,132.48,2579605
MMM,2024-11-26,129.99,133.23,129.65,132.95,3080298
MMM,2024-11-25,129.21,130.6,127.55,130.32,5075140
MMM,2024-11-22,127.69,128.48,126.37,128.42,3052490
MMM,2024-11-21,127.73,128.58,126.32,127.32,2544777
MMM,2024-11-20,128.0,128.19,127.1,127.84,1700740
MMM,2024-11-19,129.01,129.265,128.0,128.19,2600637
MMM,2024-11-18,129.78,130.3826,128.57,130.17,2433351
MMM,2024-11-15,130.11,131.25,129.71,129.79,1929226
MMM,2024-11-14,131.87,133.31,131.7701,132.32,2284136
MMM,2024-11-13,132.01,133.07,130.82,131.45,2675526
MMM,2024-11-12,132.8,133.2,128.47,130.35,3144974
MMM,2024-11-11,134.85,135.34,132.78,133.0,3791282
MMM,2024-11-08,133.45,135.02,133.2002,134.34,3466066
MMM,2024-11-07,133.36,134.8,132.48,133.07,3906572
MMM,2024-11-06,130.7,134.4,129.6,133.92,4803188
MMM,2024-11-05,125.5,127.9,124.83,126.52,3943782
MMM,2024-11-04,127.24,128.81,125.48,125.85,3643186
MMM,2024-11-01,128.47,128.52,126.85,127.22,3068858
MMM,2024-10-31,127.0,129.15,126.97,128.47,3408943
MMM,2024-10-30,129.0,129.45,127.42,127.56,2737150
MMM,2024-10-29,129.01,130.21,127.77,129.27,2820351
MMM,2024-10-28,126.65,130.8,126.06,130.29,5239178
MMM,2024-10-25,126.6,127.04,124.5,124.75,3774883
MMM,2024-10-24,128.035,128.94,125.87,126.47,5085135
AXP,2025-03-21,267.675,270.54,265.16,270.42,4225048
AXP,2025-03-20,269.03,274.55,268.22,270.83,2129461
AXP,2025-03-19,263.03,272.01,261.26,270.65,2894170
AXP,2025-03-18,264.6,265.5,260.46,262.72,3251729
AXP,2025-03-17,265.19,266.435,261.27,264.38,2975878
AXP,2025-03-14,260.145,266.66,259.0,265.63,4337169
AXP,2025-03-13,259.65,261.51,253.52,256.43,4194194
AXP,2025-03-12,260.18,262.82,255.0,260.75,5514889
AXP,2025-03-11,257.46,260.24,253.54,255.39,4925622
AXP,2025-03-10,267.71,268.59,257.45,261.32,4256018
AXP,2025-03-07,273.66,274.17,264.71,273.21,3817261
AXP,2025-03-06,279.8,282.16,274.53,275.64,2944193
AXP,2025-03-05,283.0,286.12,280.63,284.18,2569425
AXP,2025-03-04,291.57,291.775,277.58,283.47,5901177
AXP,2025-03-03,301.43,303.465,293.11,295.49,2342901
AXP,2025-02-28,296.29,301.07,294.97,300.96,3336314
AXP,2025-02-27,296.0,301.0,293.04,294.2,2032094
AXP,2025-02-26,295.14,299.3411,293.67,296.1,1899367
AXP,2025-02-25,296.99,298.409,289.53,293.34,2511713
AXP,2025-02-24,297.11,298.98,292.42,295.53,2450586
AXP,2025-02-21,304.94,304.94,293.8528,295.4,3280197
AXP,2025-02-20,309.72,309.96,298.69,303.86,2830301
AXP,2025-02-19,310.38,311.9999,306.87,309.92,2148248
AXP,2025-02-18,313.39,313.685,309.03,312.85,2024496
AXP,2025-02-14,307.43,311.85,307.42,311.04,1725509
AXP,2025-02-13,307.55,309.63,305.88,307.5,1975609
AXP,2025-02-12,306.85,307.96,303.91,306.4,2238615
AXP,2025-02-11,308.53,310.505,306.3444,309.57,1856192
AXP,2025-02-10,318.45,318.45,306.01,310.26,3227021
AXP,2025-02-07,320.83,321.4025,316.29,316.77,1607256
AXP,2025-02-06,323.1,323.25,317.205,320.15,1730588
AXP,2025-02-05,317.94,320.71,315.1,320.53,2065654
AXP,2025-02-04,315.25,317.36,313.11,315.83,1884457
AXP,2025-02-03,312.19,317.0,309.19,316.53,1997553
AXP,2025-01-31,320.91,321.6365,315.51,317.45,2034005
AXP,2025-01-30,317.0,321.894,316.0,318.95,2517669
AXP,2025-01-29,316.63,319.48,314.14,315.25,2155365
AXP,2025-01-28,316.64,317.87,310.72,317.04,2431418
AXP,2025-01-27,318.13,318.83,311.8386,316.42,3099121
AXP,2025-01-24,324.4,324.47,313.73,321.34,6260113
AXP,2025-01-23,323.55,326.275,321.9903,325.87,3935820
AXP,2025-01-22,318.31,322.82,317.677,322.25,2927409
AXP,2025-01-21,316.94,319.7,315.0,317.95,2779104
AXP,2025-01-17,313.02,315.4,310.77,312.56,2183457
AXP,2025-01-16,312.7,314.0,310.13,311.48,2361199
AXP,2025-01-15,305.0,313.96,304.21,312.32,3099514
AXP,2025-01-14,299.6,300.54,296.73,300.36,2370931
AXP,2025-01-13,292.52,297.71,291.1557,297.02,2202977
AXP,2025-01-10,300.43,301.315,293.16,293.3,2685527
AXP,2025-01-08,301.9,304.2,298.85,302.85,2061411
AXP,2025-01-07,304.0,304.375,296.85,302.02,2059050
AXP,2025-01-06,304.32,305.1536,300.1701,301.88,2713975
AXP,2025-01-03,300.68,303.425,297.53,303.08,1979833
AXP,2025-01-02,300.0,300.34,294.619,298.43,1930118
AXP,2024-12-31,298.05,298.87,295.67,296.79,1231551
AXP,2024-12-30,297.35,299.7,294.13,297.33,2393051
AXP,2024-12-27,300.85,305.09,298.71,301.05,1676011
AXP,2024-12-26,301.48,304.8899,301.01,303.99,1228978
AXP,2024-12-24,299.29,303.615,298.0,303.46,862881
AXP,2024-12-23,296.48,299.76,295.185,298.8,1902436
AXP,2024-12-20,292.35,302.72,292.0,298.65,6232414
AXP,2024-12-19,293.02,296.86,291.2,293.08,3541351
AXP,2024-12-18,302.6,303.59,286.43,287.78,3541224
AXP,2024-12-17,302.33,303.03,299.7,301.34,3611578
AXP,2024-12-16,303.7,304.2,300.835,303.57,1813997
AXP,2024-12-13,302.46,304.32,301.245,302.14,1661963
AXP,2024-12-12,303.63,304.45,300.26,300.3,1668441
AXP,2024-12-11,303.37,304.1299,299.54,302.34,2071545
AXP,2024-12-10,297.43,304.98,296.51,302.11,2968061
AXP,2024-12-09,304.07,305.07,296.16,296.72,2377947
AXP,2024-12-06,301.64,304.74,300.62,303.99,1797667
AXP,2024-12-05,302.28,303.425,300.32,300.53,2793669
AXP,2024-12-04,302.0,303.53,300.71,302.6,1561228
AXP,2024-12-03,303.84,304.99,301.14,302.11,2128671
AXP,2024-12-02,306.21,306.85,299.91,302.26,2167054
AXP,2024-11-29,307.25,307.79,304.67,304.68,1326646
AXP,2024-11-27,307.0,307.82,302.7901,304.25,1697344
AXP,2024-11-26,305.61,306.97,302.0,305.57,2130705
AXP,2024-11-25,303.05,305.8,302.5001,305.21,3478440
AXP,2024-11-22,293.4,301.92,292.51,301.3,3788898
AXP,2024-11-21,289.82,294.07,287.53,293.0,2410469
AXP,2024-11-20,286.15,288.33,285.09,287.71,2387656
AXP,2024-11-19,281.89,286.6199,281.31,285.55,2512936
AXP,2024-11-18,286.94,287.52,283.61,285.54,2074634
AXP,2024-11-15,288.0,290.55,285.49,286.87,2614568
AXP,2024-11-14,288.34,290.555,287.355,288.3,2979782
AXP,2024-11-13,287.92,290.61,287.435,287.64,2118132
AXP,2024-11-12,292.0,293.55,287.58,288.51,2251660
AXP,2024-11-11,290.49,294.18,290.43,292.97,2299530
AXP,2024-11-08,286.68,290.1002,285.945,287.6,1814377
AXP,2024-11-07,292.32,293.035,284.6474,286.82,3877331
AXP,2024-11-06,288.0,296.83,286.81,295.16,5380812
AXP,2024-11-05,271.72,276.18,271.1935,275.94,1859581
AXP,2024-11-04,272.33,272.82,269.71,270.19,1944015
AXP,2024-11-01,272.3,274.7453,270.95,272.69,2508471
AXP,2024-10-31,273.7,274.08,268.64,270.08,2315384
AXP,2024-10-30,271.0,275.07,270.27,274.08,2152864
AXP,2024-10-29,270.3,271.8,269.5801,270.43,1748966
AXP,2024-10-28,269.24,271.97,267.675,271.47,2336884
AXP,2024-10-25,271.65,273.17,266.345,267.35,2993298
AMGN,2025-03-21,311.82,316.46,311.18,316.04,9994371
AMGN,2025-03-20,314.175,315.99,312.24,315.04,2049719
AMGN,2025-03-19,317.51,318.92,313.4,315.75,1834297
AMGN,2025-03-18,317.56,319.31,315.18,318.65,2549593
AMGN,2025-03-17,314.64,318.66,311.785,317.17,2292900
AMGN,2025-03-14,312.23,314.5069,310.3,313.71,2396818
AMGN,2025-03-13,313.66,316.75,311.99,312.64,2062717
AMGN,2025-03-12,311.39,316.02,308.64,312.5,3182192
AMGN,2025-03-11,328.8,329.1,318.415,318.89,3080265
AMGN,2025-03-10,324.13,335.88,322.77,327.36,4109123
AMGN,2025-03-07,318.95,328.19,317.78,324.86,3944947
AMGN,2025-03-06,316.42,318.68,312.5,317.82,3076813
AMGN,2025-03-05,310.63,318.94,310.14,316.57,2629056
AMGN,2025-03-04,316.53,319.815,312.1,312.19,3819994
AMGN,2025-03-03,307.34,312.48,307.34,310.78,2970686
AMGN,2025-02-28,308.51,308.62,303.52,308.06,3173055
AMGN,2025-02-27,305.3,311.0,303.1,305.82,3249213
AMGN,2025-02-26,311.95,313.63,305.55,306.38,2787270
AMGN,2025-02-25,311.8,318.3,310.3,315.63,4365721
AMGN,2025-02-24,305.28,313.75,304.4,309.72,4286609
AMGN,2025-02-21,299.23,305.33,297.19,303.01,3261422
AMGN,2025-02-20,294.67,298.13,293.93,297.93,2319269
AMGN,2025-02-19,292.0,295.97,291.8,294.27,2806986
AMGN,2025-02-18,291.76,293.33,289.0,292.8,2162354
AMGN,2025-02-14,294.75,295.1624,290.45,291.16,2189386
AMGN,2025-02-13,297.55,298.35,293.55,296.97,2061657
AMGN,2025-02-12,293.82,296.2,292.625,295.06,2629881
AMGN,2025-02-11,290.56,297.945,288.36,296.66,3506965
AMGN,2025-02-10,296.88,296.88,290.67,294.79,2375707
AMGN,2025-02-07,299.16,299.61,292.58,293.54,3388400
AMGN,2025-02-06,309.49,309.49,297.12,297.78,4624483
AMGN,2025-02-05,290.69,308.22,289.525,307.81,5891191
AMGN,2025-02-04,285.58,290.4843,284.52,289.02,3262437
AMGN,2025-02-03,286.91,289.58,283.4,288.87,4473532
AMGN,2025-01-31,282.175,286.69,281.98,285.42,3800362
AMGN,2025-01-30,285.0,285.69,281.6388,284.02,2556068
AMGN,2025-01-29,280.03,283.0399,279.31,281.68,2454874
AMGN,2025-01-28,280.13,283.5,279.97,280.3,2735636
AMGN,2025-01-27,277.37,283.225,276.18,282.95,3493163
AMGN,2025-01-24,276.26,277.3625,273.5,275.42,2008793
AMGN,2025-01-23,273.44,278.0,272.32,277.88,2496017
AMGN,2025-01-22,272.66,275.015,272.0693,273.44,3518326
AMGN,2025-01-21,272.14,276.5,270.28,274.81,3928543
AMGN,2025-01-17,276.97,276.97,269.78,272.11,3244290
AMGN,2025-01-16,268.92,270.31,267.15,269.43,2684500
AMGN,2025-01-15,269.33,272.8179,268.585,268.94,3737536
AMGN,2025-01-14,271.61,271.61,264.91,267.1,2942309
AMGN,2025-01-13,262.11,270.49,261.28,270.19,3365901
AMGN,2025-01-10,260.79,264.79,260.55,262.23,2721957
AMGN,2025-01-08,261.97,264.25,259.82,264.21,2421944
AMGN,2025-01-07,260.22,265.2055,259.3537,262.06,3173716
AMGN,2025-01-06,259.05,261.19,257.05,258.59,4668535
AMGN,2025-01-03,260.0,262.08,259.7945,261.22,2979940
AMGN,2025-01-02,262.18,263.58,258.31,259.28,2357964
AMGN,2024-12-31,260.75,261.54,258.85,260.64,1966224
AMGN,2024-12-30,260.83,261.56,258.5,259.3,3039321
AMGN,2024-12-27,261.1,263.5,260.51,262.65,2157454
AMGN,2024-12-26,262.21,264.73,261.76,263.18,1637697
AMGN,2024-12-24,262.48,264.55,261.36,264.49,1520594
AMGN,2024-12-23,263.11,264.8,260.87,264.0,3025799
AMGN,2024-12-20,269.0,269.61,262.21,263.38,13687968
AMGN,2024-12-19,258.0,261.805,253.3,261.19,4726141
AMGN,2024-12-18,265.18,267.19,258.68,258.78,4093576
AMGN,2024-12-17,265.46,270.2561,264.8085,265.95,4742547
AMGN,2024-12-16,270.62,272.69,266.22,266.5,3711146
AMGN,2024-12-13,272.96,274.065,270.02,270.62,2906477
AMGN,2024-12-12,273.81,275.875,272.15,274.06,3749225
AMGN,2024-12-11,276.0,276.28,270.58,273.41,4493511
AMGN,2024-12-10,277.86,277.9,272.36,275.75,2791398
AMGN,2024-12-09,273.16,280.0,272.28,277.63,3222458
AMGN,2024-12-06,275.01,275.355,271.48,272.58,3970337
AMGN,2024-12-05,277.0,279.04,273.15,274.33,3186985
AMGN,2024-12-04,275.81,279.41,273.855,278.26,4174137
AMGN,2024-12-03,277.0,281.3799,276.5,278.32,5468847
AMGN,2024-12-02,282.08,282.391,276.89,278.1,4677815
AMGN,2024-11-29,279.46,283.64,277.64,282.87,2232846
AMGN,2024-11-27,279.0,282.69,278.0,280.07,6622764
AMGN,2024-11-26,264.22,280.34,257.8,280.01,17010332
AMGN,2024-11-25,293.55,297.3235,293.5001,294.0,4695856
AMGN,2024-11-22,290.84,295.48,288.78,294.53,3053317
AMGN,2024-11-21,288.18,291.11,284.1435,289.9,3553436
AMGN,2024-11-20,281.1,288.48,278.56,287.87,4759332
AMGN,2024-11-19,277.67,281.5997,275.56,279.95,3210454
AMGN,2024-11-18,279.38,281.36,276.56,278.76,3175879
AMGN,2024-11-15,291.5,291.5,279.62,283.61,5325131
AMGN,2024-11-14,297.91,298.48,292.325,295.93,3515674
AMGN,2024-11-13,306.0,307.43,298.91,301.44,3725596
AMGN,2024-11-12,319.59,321.22,293.8017,298.84,6680281
AMGN,2024-11-11,325.91,327.58,321.61,321.81,2457168
AMGN,2024-11-08,322.48,328.25,321.28,325.28,1978146
AMGN,2024-11-07,322.0,322.97,318.5419,321.91,2654860
AMGN,2024-11-06,325.0,325.39,318.17,321.79,2208869
AMGN,2024-11-05,316.16,319.52,313.0201,319.29,1472342
AMGN,2024-11-04,320.58,320.58,314.61,316.91,2090104
AMGN,2024-11-01,318.69,321.695,316.91,319.22,1826772
AMGN,2024-10-31,317.69,323.4,315.65,320.16,2713469
AMGN,2024-10-30,311.95,317.905,310.63,315.54,2223592
AMGN,2024-10-29,317.01,319.21,314.82,316.0,1466737
AMGN,2024-10-28,318.06,320.14,315.9,317.17,1815992
AMGN,2024-10-25,318.49,319.2,314.88,316.98,1604649
AMZN,2025-03-20,193.07,199.32,192.3,194.95,38921113
AMZN,2025-03-19,193.38,195.965,191.96,195.54,39442878
AMZN,2025-03-18,192.52,194.0,189.38,192.82,40414867
AMZN,2025-03-17,198.77,199.0,194.3247,195.74,47341752
AMZN,2025-03-14,197.41,198.65,195.32,197.95,38096663
AMZN,2025-03-13,198.165,198.8799,191.82,193.89,41270761
AMZN,2025-03-12,200.72,201.52,195.29,198.89,43679284
AMZN,2025-03-11,193.9,200.18,193.4,196.59,54002880
AMZN,2025-03-10,195.6,196.73,190.85,194.54,61829231
AMZN,2025-03-07,199.49,202.2653,192.53,199.25,59802821
AMZN,2025-03-06,204.4,205.77,198.3015,200.7,49863755
AMZN,2025-03-05,204.8,209.98,203.26,208.36,38610085
AMZN,2025-03-04,200.11,206.8,197.432,203.8,60853084
AMZN,2025-03-03,213.352,214.01,202.55,205.02,42948447
AMZN,2025-02-28,208.65,212.62,206.99,212.28,51771737
AMZN,2025-02-27,218.35,219.97,208.37,208.74,40548571
AMZN,2025-02-26,214.94,218.16,213.09,214.35,39120603
AMZN,2025-02-25,211.63,213.34,204.16,212.8,58957977
AMZN,2025-02-24,217.45,217.715,212.42,212.71,42387585
AMZN,2025-02-21,223.28,223.31,214.74,216.58,55323850
AMZN,2025-02-20,224.775,225.13,221.81,222.88,30001665
AMZN,2025-02-19,225.52,226.83,223.71,226.63,28566709
AMZN,2025-02-18,228.82,229.3,223.72,226.65,42975133
AMZN,2025-02-14,229.2,229.89,227.23,228.68,27031084
AMZN,2025-02-13,228.85,230.42,227.52,230.37,31346512
AMZN,2025-02-12,230.46,231.18,228.16,228.93,32285249
AMZN,2025-02-11,231.92,233.44,230.13,232.76,23713726
AMZN,2025-02-10,230.545,233.92,229.2,233.14,35419926
AMZN,2025-02-07,232.5,234.81,228.06,229.15,77539276
AMZN,2025-02-06,238.01,239.6599,236.01,238.83,60897095
AMZN,2025-02-05,237.02,238.32,235.2,236.17,38832042
AMZN,2025-02-04,239.01,242.52,238.03,242.06,29713812
AMZN,2025-02-03,234.06,239.25,232.9,237.42,37285868
AMZN,2025-01-31,236.5,240.29,236.41,237.68,36162377
AMZN,2025-01-30,237.14,237.95,232.22,234.64,32020728
AMZN,2025-01-29,239.015,240.39,236.15,237.07,26091716
AMZN,2025-01-28,234.29,241.77,233.98,238.15,41587188
AMZN,2025-01-27,226.21,235.61,225.86,235.42,49428332
AMZN,2025-01-24,234.5,236.4,232.93,234.85,25890738
AMZN,2025-01-23,234.1,235.52,231.51,235.42,26404364
AMZN,2025-01-22,232.02,235.44,231.19,235.01,41448217
AMZN,2025-01-21,228.9,231.78,226.94,230.71,39951456
AMZN,2025-01-17,225.84,226.51,223.08,225.94,42370123
AMZN,2025-01-16,224.42,224.65,220.31,220.66,24757276
AMZN,2025-01-15,222.83,223.57,220.75,223.35,31291257
AMZN,2025-01-14,220.44,221.82,216.2,217.76,24711650
AMZN,2025-01-13,218.06,219.4,216.47,218.46,27262655
AMZN,2025-01-10,221.46,221.71,216.5,218.94,36811525
AMZN,2025-01-08,223.185,223.52,220.2,222.13,25033292
AMZN,2025-01-07,227.9,228.381,221.46,222.11,28084164
AMZN,2025-01-06,226.78,228.835,224.84,227.61,31849831
AMZN,2025-01-03,222.505,225.36,221.62,224.19,27515606
AMZN,2025-01-02,222.03,225.15,218.19,220.22,33956579
AMZN,2024-12-31,222.965,223.2299,218.94,219.39,24819655
AMZN,2024-12-30,220.06,222.9972,218.43,221.3,28321240
AMZN,2024-12-27,225.6,226.03,220.9,223.75,27367147
AMZN,2024-12-26,228.5,228.5,226.6706,227.05,16174500
AMZN,2024-12-24,226.94,229.14,226.13,229.05,15007497
AMZN,2024-12-23,225.01,226.88,223.9,225.06,28070007
AMZN,2024-12-20,219.84,226.21,218.73,224.92,88279184
AMZN,2024-12-19,224.91,226.09,222.92,223.29,39918739
AMZN,2024-12-18,230.77,231.3999,220.11,220.52,43281443
AMZN,2024-12-17,232.39,232.73,227.85,231.15,35948131
AMZN,2024-12-16,230.23,233.0,228.01,232.93,37552096
AMZN,2024-12-13,228.4,230.2,225.8608,227.46,28768080
AMZN,2024-12-12,229.83,231.09,227.63,228.97,28204084
AMZN,2024-12-11,226.41,231.2,226.26,230.26,35385785
AMZN,2024-12-10,226.09,229.06,224.2002,225.04,31199864
AMZN,2024-12-09,227.21,230.08,225.67,226.09,46819363
AMZN,2024-12-06,220.75,227.15,220.6,227.03,44178069
AMZN,2024-12-05,218.03,222.15,217.3,220.55,41140220
AMZN,2024-12-04,215.96,220.0,215.75,218.16,48745716
AMZN,2024-12-03,210.31,214.02,209.65,213.44,32214828
AMZN,2024-12-02,209.96,212.99,209.5101,210.71,39523185
AMZN,2024-11-29,205.83,208.2,204.59,207.89,24892447
AMZN,2024-11-27,206.98,207.64,205.05,205.74,28061638
AMZN,2024-11-26,201.9,208.0,201.79,207.86,41673737
AMZN,2024-11-25,199.28,201.9499,199.0,201.45,40685672
AMZN,2024-11-22,198.25,199.2599,196.75,197.12,31530844
AMZN,2024-11-21,203.49,203.49,195.75,198.38,58800042
AMZN,2024-11-20,202.98,203.13,199.45,202.88,32768989
AMZN,2024-11-19,199.33,205.3,198.78,204.61,31197867
AMZN,2024-11-18,204.15,204.67,200.95,201.7,36512465
AMZN,2024-11-15,206.76,207.34,199.61,202.61,86591144
AMZN,2024-11-14,214.16,215.9,210.88,211.48,42620309
AMZN,2024-11-13,209.4,215.09,209.14,214.1,46212943
AMZN,2024-11-12,208.37,209.54,206.01,208.91,38942918
AMZN,2024-11-11,208.5,209.65,205.59,206.84,35456012
AMZN,2024-11-08,209.72,209.9633,207.44,208.18,36075846
AMZN,2024-11-07,207.44,212.25,207.19,210.05,52878383
AMZN,2024-11-06,200.01,207.55,199.14,207.09,72292167
AMZN,2024-11-05,196.04,199.82,195.99,199.5,30564784
AMZN,2024-11-04,196.45,197.33,194.3101,195.78,38492062
AMZN,2024-11-01,199.0,200.5,197.02,197.93,99687847
AMZN,2024-10-31,190.51,190.6,185.23,186.4,75146759
AMZN,2024-10-30,194.695,195.61,192.42,192.73,37707550
AMZN,2024-10-29,188.58,191.4599,187.815,190.83,35690158
AMZN,2024-10-28,189.565,190.21,188.21,188.39,27930836
AMZN,2024-10-25,187.85,190.45,187.53,187.83,29362060
AMZN,2024-10-24,185.25,187.11,183.86,186.38,21647395
AAPL,2025-03-20,213.99,217.4899,212.22,214.1,48862947
AAPL,2025-03-19,214.22,218.76,213.75,215.24,54385391
AAPL,2025-03-18,214.16,215.15,211.49,212.69,42432426
AAPL,2025-03-17,213.31,215.22,209.97,214.0,48073426
AAPL,2025-03-14,211.25,213.95,209.58,213.49,60107582
AAPL,2025-03-13,215.95,216.8394,208.42,209.68,61368330
AAPL,2025-03-12,220.14,221.75,214.91,216.98,62547467
AAPL,2025-03-11,223.805,225.8399,217.45,220.84,76137410
AAPL,2025-03-10,235.54,236.16,224.22,227.48,71451281
AAPL,2025-03-07,235.105,241.37,234.76,239.07,46273565
AAPL,2025-03-06,234.435,237.86,233.1581,235.33,45170419
AAPL,2025-03-05,235.42,236.55,229.23,235.74,47227643
AAPL,2025-03-04,237.705,240.07,234.68,235.93,53798062
AAPL,2025-03-03,241.79,244.0272,236.112,238.03,47183985
AAPL,2025-02-28,236.95,242.09,230.2,241.84,56833360
AAPL,2025-02-27,239.41,242.46,237.06,237.3,41153639
AAPL,2025-02-26,244.33,244.98,239.13,240.36,44433564
AAPL,2025-02-25,248.0,250.0,244.91,247.04,48013272
AAPL,2025-02-24,244.925,248.86,244.42,247.1,51326396
AAPL,2025-02-21,245.95,248.69,245.22,245.55,53197431
AAPL,2025-02-20,244.94,246.78,244.29,245.83,32316907
AAPL,2025-02-19,244.66,246.01,243.1604,244.87,32204215
AAPL,2025-02-18,244.15,245.18,241.84,244.47,48822491
AAPL,2025-02-14,241.25,245.55,240.99,244.6,40896227
AAPL,2025-02-13,236.91,242.3399,235.57,241.53,53614054
AAPL,2025-02-12,231.2,236.96,230.68,236.87,45243292
AAPL,2025-02-11,228.2,235.23,228.13,232.62,53718362
AAPL,2025-02-10,229.57,230.585,227.2,227.65,33115645
AAPL,2025-02-07,232.6,234.0,227.26,227.63,39707224
AAPL,2025-02-06,231.285,233.8,230.425,233.22,29925349
AAPL,2025-02-05,228.53,232.67,228.27,232.47,39664989
AAPL,2025-02-04,227.25,233.13,226.65,232.8,45067301
AAPL,2025-02-03,229.99,231.83,225.7,228.01,73063301
AAPL,2025-01-31,247.19,247.19,233.44,236.0,101075128
AAPL,2025-01-30,238.665,240.79,237.21,237.59,55658279
AAPL,2025-01-29,234.12,239.855,234.01,239.36,45486100
AAPL,2025-01-28,230.85,240.19,230.81,238.26,75707569
AAPL,2025-01-27,224.02,232.15,223.98,229.86,94863418
AAPL,2025-01-24,224.78,225.63,221.41,222.78,54697907
AAPL,2025-01-23,224.74,227.03,222.3,223.66,60234760
